Count of Customer.ID,Column Labels,,,,
Sean O'Donnell,$376.57,,,,
SO-203354,-$81.09,,,,
Sean O'Donnell,-$81.09,,,,
SP-105451,$51.09,,,,
Sibella Parks,$51.09,,,,
SP-106201,$5.28,,,,
Stefania Perrino,$5.28,,,,
SP-106202,-$230.30,,,,
Stefania Perrino,-$230.30,,,,
SP-106501,-$123.80,,,,
Stephanie Phelps,-$123.80,,,,
SP-106502,$67.32,,,,
Stephanie Phelps,$67.32,,,,
SP-108601,$62.14,,,,
Sung Pak,$62.14,,,,
SP-109201,-$230.98,,,,
Susan Pistek,-$230.98,,,,
SP-109202,$65.76,,,,
Susan Pistek,$65.76,,,,
SP-205451,$713.48,,,,
Sibella Parks,$713.48,,,,
SP-205452,-$206.51,,,,
Sibella Parks,-$206.51,,,,
SP-205453,$309.94,,,,
Sibella Parks,$309.94,,,,
SP-205454,-$118.78,,,,
Sibella Parks,-$118.78,,,,
SP-206201,"$1,482.52",,,,
Stefania Perrino,"$1,482.52",,,,
SP-206202,"-$1,259.28",,,,
Stefania Perrino,"-$1,259.28",,,,
SP-206203,$289.24,,,,
Stefania Perrino,$289.24,,,,
SP-206204,-$270.43,,,,
Stefania Perrino,-$270.43,,,,
SP-206501,$985.23,,,,
Stephanie Phelps,$985.23,,,,
SP-206502,$93.12,,,,
Stephanie Phelps,$93.12,,,,
SP-206503,$392.46,,,,
Stephanie Phelps,$392.46,,,,
SP-206504,$268.48,,,,
Stephanie Phelps,$268.48,,,,
SP-208601,-$60.23,,,,
Sung Pak,-$60.23,,,,
SP-208602,$891.60,,,,
Sung Pak,$891.60,,,,
SP-208603,$290.45,,,,
Sung Pak,$290.45,,,,
SP-208604,$566.72,,,,
Sung Pak,$566.72,,,,
SP-209201,$985.66,,,,
Susan Pistek,$985.66,,,,
SP-209202,"$4,974.51",,,,
Susan Pistek,"$4,974.51",,,,
SP-209203,$674.76,,,,
Susan Pistek,$674.76,,,,
SP-209204,$14.69,,,,
Susan Pistek,$14.69,,,,
SR-104251,-$36.16,,,,
Sharelle Roach,-$36.16,,,,
SR-104252,$28.68,,,,
Sharelle Roach,$28.68,,,,
SR-104253,$1.02,,,,
Sharelle Roach,$1.02,,,,
SR-107401,$46.68,,,,
Steven Roelle,$46.68,,,,
SR-107402,$244.59,,,,
Steven Roelle,$244.59,,,,
SR-204251,$169.07,,,,
Sharelle Roach,$169.07,,,,
SR-204252,$806.20,,,,
Sharelle Roach,$806.20,,,,
SR-204253,-$186.09,,,,
Sharelle Roach,-$186.09,,,,
SR-204254,"-$3,333.91",,,,
Sharelle Roach,"-$3,333.91",,,,
SR-207401,$969.25,,,,
Steven Roelle,$969.25,,,,
SR-207402,"$1,279.20",,,,
Steven Roelle,"$1,279.20",,,,
SR-207403,-$142.78,,,,
Steven Roelle,-$142.78,,,,
SR-207404,"$1,990.42",,,,
Steven Roelle,"$1,990.42",,,,
SS-101401,-$158.53,,,,
Saphhira Shifley,-$158.53,,,,
SS-101402,$2.52,,,,
Saphhira Shifley,$2.52,,,,
SS-101403,"$1,061.40",,,,
Saphhira Shifley,"$1,061.40",,,,
SS-104101,$79.08,,,,
Shahid Shariari,$79.08,,,,
SS-104102,$309.51,,,,
Shahid Shariari,$309.51,,,,
SS-104103,-$69.96,,,,
Shahid Shariari,-$69.96,,,,
SS-105151,$116.16,,,,
Shirley Schmidt,$116.16,,,,
SS-105152,$14.22,,,,
Shirley Schmidt,$14.22,,,,
SS-105901,$337.74,,,,
Sonia Sunley,$337.74,,,,
SS-105902,$16.44,,,,
Sonia Sunley,$16.44,,,,
SS-108751,-$643.35,,,,
Sung Shariari,-$643.35,,,,
SS-108752,-$64.48,,,,
Sung Shariari,-$64.48,,,,
SS-201401,"$1,952.46",,,,
Saphhira Shifley,"$1,952.46",,,,
SS-201402,"-$3,957.14",,,,
Saphhira Shifley,"-$3,957.14",,,,
SS-201403,$154.61,,,,
Saphhira Shifley,$154.61,,,,
SS-201404,$332.35,,,,
Saphhira Shifley,$332.35,,,,
SS-204101,$772.77,,,,
Shahid Shariari,$772.77,,,,
SS-204102,$251.90,,,,
Shahid Shariari,$251.90,,,,
SS-204103,-$200.82,,,,
Shahid Shariari,-$200.82,,,,
SS-204104,"-$1,010.97",,,,
Shahid Shariari,"-$1,010.97",,,,
SS-205151,$311.64,,,,
Shirley Schmidt,$311.64,,,,
SS-205152,-$285.44,,,,
Shirley Schmidt,-$285.44,,,,
SS-205153,$59.84,,,,
Shirley Schmidt,$59.84,,,,
SS-205154,$199.93,,,,
Shirley Schmidt,$199.93,,,,
SS-205901,$95.85,,,,
Sonia Sunley,$95.85,,,,
SS-205902,$791.82,,,,
Sonia Sunley,$791.82,,,,
SS-205903,$992.74,,,,
Sonia Sunley,$992.74,,,,
SS-205904,$135.54,,,,
Sonia Sunley,$135.54,,,,
SS-208751,$4.54,,,,
Sung Shariari,$4.54,,,,
SS-208752,$145.79,,,,
Sung Shariari,$145.79,,,,
SS-208753,$73.11,,,,
Sung Shariari,$73.11,,,,
SS-208754,-$75.59,,,,
Sung Shariari,-$75.59,,,,
ST-105301,$120.99,,,,
Shui Tom,$120.99,,,,
ST-105302,$38.55,,,,
Shui Tom,$38.55,,,,
ST-205301,$423.44,,,,
Shui Tom,$423.44,,,,
ST-205302,$126.71,,,,
Shui Tom,$126.71,,,,
ST-205303,"$1,439.97",,,,
Shui Tom,"$1,439.97",,,,
ST-205304,$84.44,,,,
Shui Tom,$84.44,,,,
SU-106651,$4.46,,,,
Stephanie Ulpright,$4.46,,,,
SU-106652,$560.22,,,,
Stephanie Ulpright,$560.22,,,,
SU-206651,$289.13,,,,
Stephanie Ulpright,$289.13,,,,
SU-206652,-$131.42,,,,
Stephanie Ulpright,-$131.42,,,,
SU-206653,-$975.61,,,,
Stephanie Ulpright,-$975.61,,,,
SU-206654,$763.47,,,,
Stephanie Ulpright,$763.47,,,,
SV-103651,$212.61,,,,
Seth Vernon,$212.61,,,,
SV-103652,$45.64,,,,
Seth Vernon,$45.64,,,,
SV-107851,$277.32,,,,
Stewart Visinsky,$277.32,,,,
SV-107852,-$16.47,,,,
Stewart Visinsky,-$16.47,,,,
SV-108151,"-$1,097.40",,,,
Stuart Van,"-$1,097.40",,,,
SV-108152,"$1,187.94",,,,
Stuart Van,"$1,187.94",,,,
SV-108153,-$627.68,,,,
Stuart Van,-$627.68,,,,
SV-109351,-$298.19,,,,
Susan Vittorini,-$298.19,,,,
SV-109352,-$33.50,,,,
Susan Vittorini,-$33.50,,,,
SV-203651,$742.02,,,,
Seth Vernon,$742.02,,,,
SV-203652,$291.35,,,,
Seth Vernon,$291.35,,,,
SV-203653,-$268.29,,,,
Seth Vernon,-$268.29,,,,
SV-203654,"$1,199.42",,,,
Seth Vernon,"$1,199.42",,,,
SV-207851,-$112.35,,,,
Stewart Visinsky,-$112.35,,,,
SV-207852,"$1,189.70",,,,
Stewart Visinsky,"$1,189.70",,,,
SV-207853,$359.56,,,,
Stewart Visinsky,$359.56,,,,
SV-207854,$485.03,,,,
Stewart Visinsky,$485.03,,,,
SV-208151,$537.76,,,,
Stuart Van,$537.76,,,,
SV-208152,$109.21,,,,
Stuart Van,$109.21,,,,
SV-208153,$669.19,,,,
Stuart Van,$669.19,,,,
SV-208154,$199.65,,,,
Stuart Van,$199.65,,,,
SV-209351,$414.03,,,,
Susan Vittorini,$414.03,,,,
SV-209352,$416.22,,,,
Susan Vittorini,$416.22,,,,
SV-209353,$63.03,,,,
Susan Vittorini,$63.03,,,,
SV-209354,$106.89,,,,
Susan Vittorini,$106.89,,,,
SW-102451,$183.18,,,,
Scot Wooten,$183.18,,,,
SW-102452,$142.41,,,,
Scot Wooten,$142.41,,,,
SW-102751,$35.07,,,,
Scott Williamson,$35.07,,,,
SW-102752,$295.83,,,,
Scott Williamson,$295.83,,,,
SW-102753,-$171.64,,,,
Scott Williamson,-$171.64,,,,
SW-103501,-$73.03,,,,
Sean Wendt,-$73.03,,,,
SW-103502,$68.13,,,,
Sean Wendt,$68.13,,,,
SW-104551,$180.91,,,,
Shaun Weien,$180.91,,,,
SW-104552,$218.46,,,,
Shaun Weien,$218.46,,,,
SW-107551,$104.31,,,,
Steven Ward,$104.31,,,,
SW-107552,$212.70,,,,
Steven Ward,$212.70,,,,
SW-107553,$182.02,,,,
Steven Ward,$182.02,,,,
SW-202451,$215.38,,,,
Scot Wooten,$215.38,,,,
SW-202452,"$1,183.48",,,,
Scot Wooten,"$1,183.48",,,,
SW-202453,$243.51,,,,
Scot Wooten,$243.51,,,,
SW-202454,-$19.61,,,,
Scot Wooten,-$19.61,,,,
SW-202751,$177.11,,,,
Scott Williamson,$177.11,,,,
SW-202752,-$335.50,,,,
Scott Williamson,-$335.50,,,,
SW-202753,$710.45,,,,
Scott Williamson,$710.45,,,,
SW-202754,$332.87,,,,
Scott Williamson,$332.87,,,,
SW-203501,$873.17,,,,
Sean Wendt,$873.17,,,,
SW-203502,$29.41,,,,
Sean Wendt,$29.41,,,,
SW-203503,$38.03,,,,
Sean Wendt,$38.03,,,,
SW-203504,$95.84,,,,
Sean Wendt,$95.84,,,,
SW-204551,-$303.09,,,,
Shaun Weien,-$303.09,,,,
SW-204552,$270.98,,,,
Shaun Weien,$270.98,,,,
SW-204553,$2.64,,,,
Shaun Weien,$2.64,,,,
SW-204554,$793.65,,,,
Shaun Weien,$793.65,,,,
SW-207551,$865.72,,,,
Steven Ward,$865.72,,,,
SW-207552,$105.20,,,,
Steven Ward,$105.20,,,,
SW-207553,"$1,256.54",,,,
Steven Ward,"$1,256.54",,,,
SW-207554,$68.24,,,,
Steven Ward,$68.24,,,,
SZ-100351,$11.10,,,,
Sam Zeldin,$11.10,,,,
SZ-100352,$119.52,,,,
Sam Zeldin,$119.52,,,,
SZ-200351,"$1,892.24",,,,
Sam Zeldin,"$1,892.24",,,,
SZ-200352,-$47.52,,,,
Sam Zeldin,-$47.52,,,,
SZ-200353,$574.08,,,,
Sam Zeldin,$574.08,,,,
SZ-200354,$366.43,,,,
Sam Zeldin,$366.43,,,,
TA-113851,$696.73,,,,
Tom Ashbrook,$696.73,,,,
TA-113852,-$659.74,,,,
Tom Ashbrook,-$659.74,,,,
TA-213851,-$199.16,,,,
Tom Ashbrook,-$199.16,,,,
TA-213852,"$1,318.44",,,,
Tom Ashbrook,"$1,318.44",,,,
TA-213853,$451.92,,,,
Tom Ashbrook,$451.92,,,,
TA-213854,"$4,703.79",,,,
Tom Ashbrook,"$4,703.79",,,,
TB-110551,-$295.36,,,,
Ted Butterfield,-$295.36,,,,
TB-110552,$828.42,,,,
Ted Butterfield,$828.42,,,,
TB-111751,$185.04,,,,
Thomas Boland,$185.04,,,,
TB-111752,-$9.68,,,,
Thomas Boland,-$9.68,,,,
TB-111901,$120.39,,,,
Thomas Brumley,$120.39,,,,
TB-111902,$59.10,,,,
Thomas Brumley,$59.10,,,,
TB-112501,$654.66,,,,
Tim Brockman,$654.66,,,,
TB-112502,$1.36,,,,
Tim Brockman,$1.36,,,,
TB-112801,$115.17,,,,
Toby Braunhardt,$115.17,,,,
TB-112802,$156.78,,,,
Toby Braunhardt,$156.78,,,,
TB-112803,-$78.92,,,,
Toby Braunhardt,-$78.92,,,,
TB-113551,-$331.91,,,,
Todd Boyes,-$331.91,,,,
TB-113552,$9.93,,,,
Todd Boyes,$9.93,,,,
TB-114001,$628.95,,,,
Tom Boeckenhauer,$628.95,,,,
TB-114002,$95.64,,,,
Tom Boeckenhauer,$95.64,,,,
TB-115201,$568.81,,,,
Tracy Blumstein,$568.81,,,,
TB-115202,-$113.36,,,,
Tracy Blumstein,-$113.36,,,,
TB-115951,$8.82,,,,
Troy Blackwell,$8.82,,,,
TB-115952,$210.81,,,,
Troy Blackwell,$210.81,,,,
TB-116251,$178.71,,,,
Trudy Brown,$178.71,,,,
TB-116252,-$545.57,,,,
Trudy Brown,-$545.57,,,,
TB-210551,$416.96,,,,
Ted Butterfield,$416.96,,,,
TB-210552,-$147.23,,,,
Ted Butterfield,-$147.23,,,,
TB-210553,$366.27,,,,
Ted Butterfield,$366.27,,,,
TB-210554,$390.21,,,,
Ted Butterfield,$390.21,,,,
TB-211751,$208.78,,,,
Thomas Boland,$208.78,,,,
TB-211752,$783.54,,,,
Thomas Boland,$783.54,,,,
TB-211753,$289.56,,,,
Thomas Boland,$289.56,,,,
TB-211754,$829.16,,,,
Thomas Boland,$829.16,,,,
TB-211901,"$1,706.81",,,,
Thomas Brumley,"$1,706.81",,,,
TB-211902,-$48.18,,,,
Thomas Brumley,-$48.18,,,,
TB-211903,$35.19,,,,
Thomas Brumley,$35.19,,,,
TB-211904,$179.00,,,,
Thomas Brumley,$179.00,,,,
TB-212501,$115.84,,,,
Tim Brockman,$115.84,,,,
TB-212502,$698.01,,,,
Tim Brockman,$698.01,,,,
TB-212503,"$1,335.22",,,,
Tim Brockman,"$1,335.22",,,,
TB-212504,$260.62,,,,
Tim Brockman,$260.62,,,,
TB-212801,-$35.42,,,,
Toby Braunhardt,-$35.42,,,,
TB-212802,$98.56,,,,
Toby Braunhardt,$98.56,,,,
TB-212803,$500.34,,,,
Toby Braunhardt,$500.34,,,,
TB-212804,$490.96,,,,
Toby Braunhardt,$490.96,,,,
TB-213551,$775.31,,,,
Todd Boyes,$775.31,,,,
TB-213552,$176.40,,,,
Todd Boyes,$176.40,,,,
TB-213553,-$126.68,,,,
Todd Boyes,-$126.68,,,,
TB-213554,$268.97,,,,
Todd Boyes,$268.97,,,,
TB-214001,"$1,019.86",,,,
Tom Boeckenhauer,"$1,019.86",,,,
TB-214002,-$8.31,,,,
Tom Boeckenhauer,-$8.31,,,,
TB-214003,-$338.16,,,,
Tom Boeckenhauer,-$338.16,,,,
TB-214004,"$2,798.37",,,,
Tom Boeckenhauer,"$2,798.37",,,,
TB-215201,$505.34,,,,
Tracy Blumstein,$505.34,,,,
TB-215202,$401.69,,,,
Tracy Blumstein,$401.69,,,,
TB-215203,$497.92,,,,
Tracy Blumstein,$497.92,,,,
TB-215204,"-$1,603.05",,,,
Tracy Blumstein,"-$1,603.05",,,,
TB-215951,$369.29,,,,
Troy Blackwell,$369.29,,,,
TB-215952,$209.36,,,,
Troy Blackwell,$209.36,,,,
TB-215953,$776.77,,,,
Troy Blackwell,$776.77,,,,
TB-215954,-$136.41,,,,
Troy Blackwell,-$136.41,,,,
TB-216251,$305.77,,,,
Trudy Brown,$305.77,,,,
TB-216252,$574.16,,,,
Trudy Brown,$574.16,,,,
TB-216253,$607.72,,,,
Trudy Brown,$607.72,,,,
TB-216254,$379.88,,,,
Trudy Brown,$379.88,,,,
TC-109801,-$510.16,,,,
Tamara Chand,-$510.16,,,,
TC-109802,$395.58,,,,
Tamara Chand,$395.58,,,,
TC-111451,$171.72,,,,
Theresa Coyne,$171.72,,,,
TC-111452,"$1,057.09",,,,
Theresa Coyne,"$1,057.09",,,,
TC-112951,$3.37,,,,
Toby Carlisle,$3.37,,,,
TC-112952,$233.49,,,,
Toby Carlisle,$233.49,,,,
TC-112953,-$2.93,,,,
Toby Carlisle,-$2.93,,,,
TC-114751,$81.75,,,,
Tony Chapman,$81.75,,,,
TC-114752,$136.14,,,,
Tony Chapman,$136.14,,,,
TC-114753,$1.97,,,,
Tony Chapman,$1.97,,,,
TC-115351,"-$1,550.21",,,,
Tracy Collins,"-$1,550.21",,,,
TC-115352,$194.55,,,,
Tracy Collins,$194.55,,,,
TC-209801,$684.17,,,,
Tamara Chand,$684.17,,,,
TC-209802,-$509.87,,,,
Tamara Chand,-$509.87,,,,
TC-209803,-$368.15,,,,
Tamara Chand,-$368.15,,,,
TC-209804,"$8,981.32",,,,
Tamara Chand,"$8,981.32",,,,
TC-211451,$499.84,,,,
Theresa Coyne,$499.84,,,,
TC-211452,$341.83,,,,
Theresa Coyne,$341.83,,,,
TC-211453,"$1,023.80",,,,
Theresa Coyne,"$1,023.80",,,,
TC-211454,$265.53,,,,
Theresa Coyne,$265.53,,,,
TC-212951,$505.51,,,,
Toby Carlisle,$505.51,,,,
TC-212952,-$155.29,,,,
Toby Carlisle,-$155.29,,,,
TC-212953,$306.96,,,,
Toby Carlisle,$306.96,,,,
TC-212954,$606.37,,,,
Toby Carlisle,$606.37,,,,
TC-214751,$913.36,,,,
Tony Chapman,$913.36,,,,
TC-214752,$244.16,,,,
Tony Chapman,$244.16,,,,
TC-214753,-$95.35,,,,
Tony Chapman,-$95.35,,,,
TC-214754,$119.10,,,,
Tony Chapman,$119.10,,,,
TC-215351,$864.06,,,,
Tracy Collins,$864.06,,,,
TC-215352,$110.13,,,,
Tracy Collins,$110.13,,,,
TC-215353,$546.54,,,,
Tracy Collins,$546.54,,,,
TC-215354,$217.93,,,,
Tracy Collins,$217.93,,,,
TD-109951,-$313.62,,,,
Tamara Dahlen,-$313.62,,,,
TD-109952,$14.76,,,,
Tamara Dahlen,$14.76,,,,
TD-109953,-$470.95,,,,
Tamara Dahlen,-$470.95,,,,
TD-209951,$263.04,,,,
Tamara Dahlen,$263.04,,,,
TD-209952,-$628.98,,,,
Tamara Dahlen,-$628.98,,,,
TD-209953,$99.44,,,,
Tamara Dahlen,$99.44,,,,
TD-209954,$88.19,,,,
Tamara Dahlen,$88.19,,,,
TG-113101,-$24.21,,,,
Toby Gnade,-$24.21,,,,
TG-113102,$47.28,,,,
Toby Gnade,$47.28,,,,
TG-113103,$220.47,,,,
Toby Gnade,$220.47,,,,
TG-116401,$125.83,,,,
Trudy Glocke,$125.83,,,,
TG-116402,$352.17,,,,
Trudy Glocke,$352.17,,,,
TG-116403,$628.25,,,,
Trudy Glocke,$628.25,,,,
TG-213101,$569.70,,,,
Toby Gnade,$569.70,,,,
TG-213102,$909.42,,,,
Toby Gnade,$909.42,,,,
TG-213103,$581.63,,,,
Toby Gnade,$581.63,,,,
TG-213104,$682.17,,,,
Toby Gnade,$682.17,,,,
TG-216401,$467.17,,,,
Trudy Glocke,$467.17,,,,
TG-216402,$608.10,,,,
Trudy Glocke,$608.10,,,,
TG-216403,$549.00,,,,
Trudy Glocke,$549.00,,,,
TG-216404,$365.72,,,,
Trudy Glocke,$365.72,,,,
TH-111001,$7.92,,,,
Thea Hendricks,$7.92,,,,
TH-111002,$356.79,,,,
Thea Hendricks,$356.79,,,,
TH-111151,$469.11,,,,
Thea Hudgings,$469.11,,,,
TH-111152,$1.74,,,,
Thea Hudgings,$1.74,,,,
TH-111153,$19.50,,,,
Thea Hudgings,$19.50,,,,
TH-112351,-$12.47,,,,
Tiffany House,-$12.47,,,,
TH-112352,$562.04,,,,
Tiffany House,$562.04,,,,
TH-115501,-$49.68,,,,
Tracy Hopkins,-$49.68,,,,
TH-115502,$24.06,,,,
Tracy Hopkins,$24.06,,,,
TH-115503,$1.41,,,,
Tracy Hopkins,$1.41,,,,
TH-211001,$85.31,,,,
Thea Hendricks,$85.31,,,,
TH-211002,"$1,603.53",,,,
Thea Hendricks,"$1,603.53",,,,
TH-211003,$34.16,,,,
Thea Hendricks,$34.16,,,,
TH-211004,-$135.21,,,,
Thea Hendricks,-$135.21,,,,
TH-211151,"$1,471.32",,,,
Thea Hudgings,"$1,471.32",,,,
TH-211152,$125.58,,,,
Thea Hudgings,$125.58,,,,
TH-211153,$430.99,,,,
Thea Hudgings,$430.99,,,,
TH-211154,-$252.55,,,,
Thea Hudgings,-$252.55,,,,
TH-212351,-$166.41,,,,
Tiffany House,-$166.41,,,,
TH-212352,"$1,493.69",,,,
Tiffany House,"$1,493.69",,,,
TH-212353,-$313.28,,,,
Tiffany House,-$313.28,,,,
TH-212354,$92.73,,,,
Tiffany House,$92.73,,,,
TH-215501,-$778.70,,,,
Tracy Hopkins,-$778.70,,,,
TH-215502,$248.05,,,,
Tracy Hopkins,$248.05,,,,
TH-215503,$393.08,,,,
Tracy Hopkins,$393.08,,,,
TH-215504,-$571.97,,,,
Tracy Hopkins,-$571.97,,,,
TM-110101,-$11.48,,,,
Tamara Manning,-$11.48,,,,
TM-110102,-$259.02,,,,
Tamara Manning,-$259.02,,,,
TM-114901,$45.54,,,,
Tony Molinari,$45.54,,,,
TM-114902,-$923.09,,,,
Tony Molinari,-$923.09,,,,
TM-210101,$299.57,,,,
Tamara Manning,$299.57,,,,
TM-210102,$661.00,,,,
Tamara Manning,$661.00,,,,
TM-210103,$664.77,,,,
Tamara Manning,$664.77,,,,
TM-210104,$573.30,,,,
Tamara Manning,$573.30,,,,
TM-214901,$690.39,,,,
Tony Molinari,$690.39,,,,
TM-214902,$405.52,,,,
Tony Molinari,$405.52,,,,
TM-214903,$990.09,,,,
Tony Molinari,$990.09,,,,
TM-214904,$292.52,,,,
Tony Molinari,$292.52,,,,
TN-110401,$26.31,,,,
Tanja Norvell,$26.31,,,,
TN-210401,-$459.77,,,,
Tanja Norvell,-$459.77,,,,
TN-210402,-$401.84,,,,
Tanja Norvell,-$401.84,,,,
TN-210403,$821.17,,,,
Tanja Norvell,$821.17,,,,
TN-210404,-$692.05,,,,
Tanja Norvell,-$692.05,,,,
TP-111301,$97.15,,,,
Theone Pippenger,$97.15,,,,
TP-111302,$12.33,,,,
Theone Pippenger,$12.33,,,,
TP-114151,$155.48,,,,
Tom Prescott,$155.48,,,,
TP-114152,$311.67,,,,
Tom Prescott,$311.67,,,,
TP-115651,$69.39,,,,
Tracy Poddar,$69.39,,,,
TP-115652,$75.78,,,,
Tracy Poddar,$75.78,,,,
TP-211301,-$966.20,,,,
Theone Pippenger,-$966.20,,,,
TP-211302,$749.13,,,,
Theone Pippenger,$749.13,,,,
TP-211303,"$1,052.35",,,,
Theone Pippenger,"$1,052.35",,,,
TP-211304,"$1,129.13",,,,
Theone Pippenger,"$1,129.13",,,,
TP-214151,$378.18,,,,
Tom Prescott,$378.18,,,,
TP-214152,$155.64,,,,
Tom Prescott,$155.64,,,,
TP-214153,$432.61,,,,
Tom Prescott,$432.61,,,,
TP-214154,"-$1,087.39",,,,
Tom Prescott,"-$1,087.39",,,,
TP-215651,$361.46,,,,
Tracy Poddar,$361.46,,,,
TP-215652,$530.16,,,,
Tracy Poddar,$530.16,,,,
TP-215653,$619.64,,,,
Tracy Poddar,$619.64,,,,
TP-215654,$139.23,,,,
Tracy Poddar,$139.23,,,,
TR-113251,$644.56,,,,
Toby Ritter,$644.56,,,,
TR-113252,$25.32,,,,
Toby Ritter,$25.32,,,,
TR-213251,$889.81,,,,
Toby Ritter,$889.81,,,,
TR-213252,$472.05,,,,
Toby Ritter,$472.05,,,,
TR-213253,$184.80,,,,
Toby Ritter,$184.80,,,,
TR-213254,$220.36,,,,
Toby Ritter,$220.36,,,,
TS-110851,$153.75,,,,
Thais Sissman,$153.75,,,,
TS-110852,$7.29,,,,
Thais Sissman,$7.29,,,,
TS-110853,$88.08,,,,
Thais Sissman,$88.08,,,,
TS-111601,$106.44,,,,
Theresa Swint,$106.44,,,,
TS-111602,$88.23,,,,
Theresa Swint,$88.23,,,,
TS-112051,$36.51,,,,
Thomas Seio,$36.51,,,,
TS-112052,-$37.40,,,,
Thomas Seio,-$37.40,,,,
TS-113401,$319.56,,,,
Toby Swindell,$319.56,,,,
TS-113402,$18.90,,,,
Toby Swindell,$18.90,,,,
TS-113403,-$112.61,,,,
Toby Swindell,-$112.61,,,,
TS-113701,$73.15,,,,
Todd Sumrall,$73.15,,,,
TS-113702,$919.67,,,,
Todd Sumrall,$919.67,,,,
TS-114301,$172.11,,,,
Tom Stivers,$172.11,,,,
TS-114302,"$1,639.86",,,,
Tom Stivers,"$1,639.86",,,,
TS-115051,-$146.98,,,,
Tony Sayre,-$146.98,,,,
TS-115052,-$10.51,,,,
Tony Sayre,-$10.51,,,,
TS-116101,$67.44,,,,
Troy Staebel,$67.44,,,,
TS-116102,$37.98,,,,
Troy Staebel,$37.98,,,,
TS-116551,$45.81,,,,
Trudy Schmidt,$45.81,,,,
TS-116552,$27.36,,,,
Trudy Schmidt,$27.36,,,,
TS-210851,$156.31,,,,
Thais Sissman,$156.31,,,,
TS-210852,$316.62,,,,
Thais Sissman,$316.62,,,,
TS-210853,$390.83,,,,
Thais Sissman,$390.83,,,,
TS-210854,-$3.32,,,,
Thais Sissman,-$3.32,,,,
TS-211601,$253.19,,,,
Theresa Swint,$253.19,,,,
TS-211602,$215.21,,,,
Theresa Swint,$215.21,,,,
TS-211603,$210.08,,,,
Theresa Swint,$210.08,,,,
TS-211604,$260.87,,,,
Theresa Swint,$260.87,,,,
TS-212051,"$1,230.22",,,,
Thomas Seio,"$1,230.22",,,,
TS-212052,-$16.86,,,,
Thomas Seio,-$16.86,,,,
TS-212053,$274.20,,,,
Thomas Seio,$274.20,,,,
TS-212054,$862.89,,,,
Thomas Seio,$862.89,,,,
TS-213401,"$1,508.38",,,,
Toby Swindell,"$1,508.38",,,,
TS-213402,$174.68,,,,
Toby Swindell,$174.68,,,,
TS-213403,$879.05,,,,
Toby Swindell,$879.05,,,,
TS-213404,-$184.98,,,,
Toby Swindell,-$184.98,,,,
TS-213701,$501.39,,,,
Todd Sumrall,$501.39,,,,
TS-213702,$859.67,,,,
Todd Sumrall,$859.67,,,,
TS-213703,$368.38,,,,
Todd Sumrall,$368.38,,,,
TS-213704,"$2,371.71",,,,
Todd Sumrall,"$2,371.71",,,,
TS-214301,$196.63,,,,
Tom Stivers,$196.63,,,,
TS-214302,-$167.99,,,,
Tom Stivers,-$167.99,,,,
TS-214303,$475.67,,,,
Tom Stivers,$475.67,,,,
TS-214304,$48.70,,,,
Tom Stivers,$48.70,,,,
TS-215051,"$2,288.33",,,,
Tony Sayre,"$2,288.33",,,,
TS-215052,$210.74,,,,
Tony Sayre,$210.74,,,,
TS-215053,-$203.61,,,,
Tony Sayre,-$203.61,,,,
TS-215054,$11.38,,,,
Tony Sayre,$11.38,,,,
TS-216101,"$1,042.06",,,,
Troy Staebel,"$1,042.06",,,,
TS-216102,$307.90,,,,
Troy Staebel,$307.90,,,,
TS-216103,$558.89,,,,
Troy Staebel,$558.89,,,,
TS-216104,-$294.70,,,,
Troy Staebel,-$294.70,,,,
TS-216551,$230.90,,,,
Trudy Schmidt,$230.90,,,,
TS-216552,$195.93,,,,
Trudy Schmidt,$195.93,,,,
TS-216553,$304.70,,,,
Trudy Schmidt,$304.70,,,,
TS-216554,$220.92,,,,
Trudy Schmidt,$220.92,,,,
TT-110701,$621.96,,,,
Ted Trevino,$621.96,,,,
TT-112201,$353.26,,,,
Thomas Thornton,$353.26,,,,
TT-112202,$119.12,,,,
Thomas Thornton,$119.12,,,,
TT-112651,$829.86,,,,
Tim Taslimi,$829.86,,,,
TT-112652,$439.93,,,,
Tim Taslimi,$439.93,,,,
TT-114601,-$0.66,,,,
Tonja Turnell,-$0.66,,,,
TT-114602,-$159.49,,,,
Tonja Turnell,-$159.49,,,,
TT-210701,$487.31,,,,
Ted Trevino,$487.31,,,,
TT-210702,$290.66,,,,
Ted Trevino,$290.66,,,,
TT-210703,$168.47,,,,
Ted Trevino,$168.47,,,,
TT-210704,$751.96,,,,
Ted Trevino,$751.96,,,,
TT-212201,-$24.16,,,,
Thomas Thornton,-$24.16,,,,
TT-212202,$567.47,,,,
Thomas Thornton,$567.47,,,,
TT-212203,$366.78,,,,
Thomas Thornton,$366.78,,,,
TT-212204,$278.74,,,,
Thomas Thornton,$278.74,,,,
TT-212651,$283.36,,,,
Tim Taslimi,$283.36,,,,
TT-212652,$49.23,,,,
Tim Taslimi,$49.23,,,,
TT-212653,-$411.46,,,,
Tim Taslimi,-$411.46,,,,
TT-212654,$93.92,,,,
Tim Taslimi,$93.92,,,,
TT-214601,$353.57,,,,
Tonja Turnell,$353.57,,,,
TT-214602,$740.77,,,,
Tonja Turnell,$740.77,,,,
TT-214603,$172.09,,,,
Tonja Turnell,$172.09,,,,
